Colonne1,Région,Dpt,FINNES,Raison.sociale,Complement.distribution,Adresse,Lieudit.BP,Code.postal,Libelle.routage,Tel,nom correspondant,mail,logiciel,RPU (oui/non)
143,HAUTE NORMANDIE,Eure,270000359,CH EVREUX CHI EURE-SEINE,ZAC DE CAMBOLLE,RUE LEON SCHWARTZENBERG,,27015,EVREUX CEDEX,02 32 33 80 00 ou 85 10,,secretariaturgencesevreux@chi-eureseine.fr,AXIGATE,OUI partiellement
144,HAUTE NORMANDIE,Eure,270000367,CH GISORS,,ROUTE DE ROUEN,BP 83,27140,GISORS,02 32 27 76 76 ou 19 ,,samir.benabbas@ch-gisors.fr,DX CARE,OUI
145,HAUTE NORMANDIE,Eure,270000391,CH LOUVIERS CHI ELBEUF,,2 RUE SAINT JEAN,BP 612,27406,LOUVIERS CEDEX,02 32 25 75 00 ,,,,
146,HAUTE NORMANDIE,Eure,270000425,CH PONT-AUDEMER,,64 ROUTE DE LISIEUX,BP 431,27504,PONT AUDEMER CEDEX,02 32 41 64 64 ou 65 00,,thierry.herve@ch-pontaudemer.fr,MAIL ATTENTE REPONSE,
147,HAUTE NORMANDIE,Eure,270000441,CH VERNEUIL-SUR-AVRE,,81 RUE DU MOULIN DES MURAILLES,BP 711,27137,VERNEUIL SUR AVRE CEDEX,02 32 23 60 00 ou 62 34,,secret.urg@ch-verneuil.com,MAIL ATTENTE REPONSE,
148,HAUTE NORMANDIE,Eure,270000458,CH VERNON CHI EURE-SEINE,,5 RUE DOCTEUR BURNET,BP 912,27207,VERNON CEDEX,02 32 71 66 00 ,,,,
524,HAUTE NORMANDIE,Seine Maritime,760000018,CH DIEPPE,,AVENUE PASTEUR,BP 219,76202,DIEPPE CEDEX,02 32 14 76 76 ou 74 61,,"secsau@ch-dieppe.fr
vmassol@ch-dieppe.fr","CLINICOM puis 
SILLAGE ds qq mois",OUI partiellement
525,HAUTE NORMANDIE,Seine Maritime,760000042,CH EU,,2 RUE DE CLEVES,BP 109,76260,EU,02 27 27 22 22 OU 28 22 22,,ch.eu@nordnet.fr,MAIL ATTENTE REPONSE,
526,HAUTE NORMANDIE,Seine Maritime,760000141,HOPITAL SAINT JULIEN CHU ROUEN,,2 RUE DANTON,BP 201,76141,LE PETIT QUEVILLY CEDEX,02 32 88 89 90 ,,,,
527,HAUTE NORMANDIE,Seine Maritime,760000158,HOPITAL CHARLES NICOLLE CHU ROUEN,,1 RUE DE GERMONT,,76038,ROUEN CEDEX,02 32 88 89 90 OU 6859,,luc-marie@joly@chu-rouen.fr,"Site St Julien URQUAL
site Devé ICARE ","OUI
NON Implantation d'urqual prévu en automne"
528,HAUTE NORMANDIE,Seine Maritime,760000364,CHI DU PAYS DES HAUTES FALAISES FECAMP,,AVENUE PDT FRANCOIS MITTERRAND,,76405,FECAMP CEDEX,02 35 10 62 62 ou 90 63,,urgences.secretariat@ch-fecamp.fr,MAIL ATTENTE REPONSE,
529,HAUTE NORMANDIE,Seine Maritime,760000372,CH LILLEBONNE CHI CAUX VALLEE DE SEINE,,19 AVENUE DU PRESIDENT RENE COTY,,76170,LILLEBONNE,02 35 39 36 36 ou 36 04,,franck.charlier@chi-cauxvalleedeseine.fr,AXIGATE,OUI
530,HAUTE NORMANDIE,Seine Maritime,760000463,CH LES FEUGRAIS CHI ELBEUF,,,BP 310,76503,ELBEUF CEDEX,02 32 96 35 44 ou 19,,beboit.brousse@chi-elbeuf-louviers.fr,mail ATTENTE REPONSE,
531,HAUTE NORMANDIE,Seine Maritime,760021329,HOPITAL PRIVE DE L'ESTUAIRE,,505 RUE IRENE JOLIOT-CURIE,BP 90011,76620,LE HAVRE,08 25 74 75 76 ,,,,
532,HAUTE NORMANDIE,Seine Maritime,760026252,ANTENNE DE SMUR EU CH DIEPPE,,2 RUE DE CLEVES,,76260,EU,02 32 14 74 61,,secsau@ch-dieppe.fr,MAIL ATTENTE REPONSE,
533,HAUTE NORMANDIE,Seine Maritime,760780510,CLINIQUE DU CEDRE,,950 RUE DE LA HAIE,,76230,BOIS GUILLAUME,02 35 59 59 59 ou 15,,,,
534,HAUTE NORMANDIE,Seine Maritime,760780791,CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE,,36 RUE MARCEAU,,76090,LE HAVRE CEDEX,02 32 74 32 74 ou 75 ,,,,
535,HAUTE NORMANDIE,Seine Maritime,760805770,HOPITAL JACQUES MONOD CH LE HAVRE,,29 RUE P MENDES FRANCE,,76290,MONTIVILLIERS,02 32 73 33 90 ou 34 16 ,,"sec.urg.ad@ch-havre.fr
francis.lesire@ch-havre.fr",ResUrgences,OUI
536,HAUTE NORMANDIE,Seine Maritime,760921809,CLINIQUE DE L'EUROPE ROUEN,,73 BOULEVARD DE L ' EUROPE,BP 2034X,76040,ROUEN CEDEX,02 32 18 10 00 ,,,,
508,ILE DE France,Paris,750000481,CHNO DES QUINZE-VINGTS PARIS,,28 RUE DE CHARENTON,,75571,PARIS CEDEX 12,01 40 02 15 20 ,,urg@quinze-vingts.fr,MAIL ATTENTE REPONSE,
509,ILE DE France,Paris,750000523,GPE HOSP SAINT-JOSEPH,,185 RUE RAYMOND LOSSERAND,,75674,PARIS CEDEX 14,01 44 12 33 33 ,Dr. O GANANSIA,,,
510,ILE DE France,Paris,750000549,FONDATION OPHTALMOLOGIQUE ROTHSCHILD,25-29,25 RUE MANIN,,75940,PARIS CEDEX 19,01 48 03 65 65 ,,,,
511,ILE DE France,Paris,750100018,HU-PARIS CENTRE SITE HOTEL DIEU AP-HP,,1 PLACE DU PARVIS NOTRE-DAME,,75181,PARIS CEDEX 04,01 42 34 82 34 ou 85 92,Dr. Bertrand RENAUD,,,
512,ILE DE France,Paris,750100042,HU-SAINT LOUIS SITE LARIBOISIERE-APHP,,2 RUE AMBROISE PARE,,75475,PARIS CEDEX 10,01 49 95 65 65 ,,secretariat.plaisance@lrb.aphp.fr,MAIL ATTENTE REPONSE,
513,ILE DE France,Paris,750100075,HU-SAINT LOUIS SITE SAINT LOUIS - APHP,,1 AVENUE CLAUDE VELLEFAUX,,75475,PARIS CEDEX 10,01 42 49 49 49 ,,,,
514,ILE DE France,Paris,750100091,HU-EST PARISIEN SITE ST ANTOINE APHP,,184 RUE DU FAUBOURG SAINT ANTOINE,,75571,PARIS CEDEX 12,01 49 28 20 00 ,,,,
515,ILE DE France,Paris,750100109,HU-EST PARISIEN SITE TROUSSEAU APHP,,26 AVENUE DU DR ARNOLD NETTER,,75571,PARIS CEDEX 12,01 44 73 74 75 ,,,,
516,ILE DE France,Paris,750100125,HU-P.SALPETRIERE SITE SALPETRIERE-APHP,47-83,47 BOULEVARD DE L'HOPITAL,,75013,PARIS,01 42 16 00 00 OU 55 51,,patrick.ecollan@psl.aphp.fr,MAIL ATTENTE REPONSE,
517,ILE DE France,Paris,750100166,HU-PARIS CENTRE SITE COCHIN APHP,,27 RUE DU FAUBOURG SAINT-JACQUES,,75679,PARIS CEDEX 14,01 58 41 41 41 ,,,,
518,ILE DE France,Paris,750100208,HU NECKER ENFANTS MALADES APHP,,149 RUE DE SEVRES,,75743,PARIS CEDEX 15,01 44 49 40 00 ,,pierre.carli@nck.aphp.fr,MAIL ATTENTE REPONSE,
519,ILE DE France,Paris,750100232,HU-PARIS NORD SITE BICHAT - APHP,,46 RUE HENRI HUCHARD,,75877,PARIS CEDEX 18,01 40 25 80 80 ,Pr. Enrique CASALINO,,,
520,ILE DE France,Paris,750100273,HU-EST PARISIEN SITE TENON APHP,,4 RUE DE LA CHINE,,75970,PARIS CEDEX 20,01 56 01 70 00 ,Pr. Patrick RAY,,,
521,ILE DE France,Paris,750150237,HOPITAL DE LA CROIX SAINT-SIMON,,125 RUE D'AVRON,,75020,PARIS,01 44 64 16 00 ,,,,
522,ILE DE France,Paris,750803447,HU-PARIS OUEST SITE G.POMPIDOU APHP,,20 RUE LEBLANC,,75908,PARIS CEDEX 15,01 56 09 20 00 ,Pr. Philippe JUVIN,,,
523,ILE DE France,Paris,750803454,HU ROBERT DEBRE APHP,,48 BOULEVARD SERRURIER,,75019,PARIS,01 40 03 20 00 OU 22 72 ,Pédiatrie,jean-christophe.mercier@rdb.aphp.fr,MAIL ATTENTE REPONSE,
537,ILE DE France,Seine et Marne,770000131,CENTRE HOSPITALIER DE COULOMMIERS,,4 RUE GABRIEL PERI,,77527,COULOMMIERS CEDEX,01 64 65 37 00 ou 36 83,,secretariat.urgences@ch-coulommiers.fr,MAIL ATTENTE REPONSE,
538,ILE DE France,Seine et Marne,770000149,CENTRE HOSPITALIER DE FONTAINEBLEAU,,55 BOULEVARD DU MARECHAL JOFFRE,,77305,FONTAINEBLEAU CEDEX,01 60 74 10 10 ou 11 24,,urgence@ch-fontainebleau.fr,MAIL ATTENTE REPONSE,
539,ILE DE France,Seine et Marne,770000156,CENTRE HOSPITALIER M JACQUET MELUN,,2 RUE FRETEAU DE PENY,,77011,MELUN CEDEX,01 64 71 60 00 ou 61 27,,karim.tazarourte@ch-melun.fr,MAIL ATTENTE REPONSE,
540,ILE DE France,Seine et Marne,770000164,CENTRE HOSPITALIER DE MONTEREAU,,1 RUE VICTOR HUGO,,77875,MONTEREAU CEDEX,01 64 31 64 31 ,,yakov.ohayon@ch-montereau.fr,MAIL ATTENTE REPONSE,
541,ILE DE France,Seine et Marne,770000172,CTRE.HOSPITALIER LEON BINET DE PROVINS,DIRECTEUR : MR MORIN MAXIME,ROUTE DE CHALAUTRE,BP 212,77488,PROVINS CEDEX,01 64 60 40 00 ou 50,,vrenaud@ch-provins.fr,MAIL ATTENTE REPONSE,
542,ILE DE France,Seine et Marne,770000214,CENTRE HOSPITALIER DE NEMOURS,DIRECTEUR : MR MORETTE BRUNO,15 RUE DES CHAUDINS,BP 98,77796,NEMOURS CEDEX,01 64 45 19 00 ou 19 37,,e.demiere@ch-nemours.fr,MAIL ATTENTE REPONSE,
543,ILE DE France,Seine et Marne,770000446,C.H. DE MEAUX,6-août,6 RUE SAINT FIACRE,BP 218,77100,MEAUX,01 64 35 38 38 ,,a-sonnette@ch-meaux.fr,MAIL ATTENTE REPONSE,
544,ILE DE France,Seine et Marne,770019032,CENTRE HOSPITALIER DE MARNE LA VALLEE,2-avr.,2 COUR DE LA GONDOIRE,,77600,JOSSIGNY,01 61 10 63 83 ,,securgences@ch-lagny77.fr,MAIL ATTENTE REPONSE,
545,ILE DE France,Seine et Marne,770300010,HOPITAL PRIVE DE MARNE CHANTEREINE,,RUE CURIE,,77177,BROU SUR CHANTEREINE,08 20 16 77 00 ,Dr. Xavier FRYDE,,,
546,ILE DE France,Seine et Marne,770300135,CLINIQUE MEDICO-CHIRURG. LES FONTAINES,,54 BOULEVARD ARISTIDE BRIAND,,77007,MELUN CEDEX,01 60 56 40 00 ,,,,
547,ILE DE France,Seine et Marne,770790707,CLINIQUE DE TOURNAN,DIRECTRICE : MME CALVE EMMA,2 RUE JULES LEFEBVRE,,77220,TOURNAN EN BRIE,08 25 16 42 42 ,,,,
548,ILE DE France,Yvelines,780000287,C.H. FRANCOIS QUESNAY MANTES,,2 BOULEVARD SULLY,,78201,MANTES LA JOLIE CEDEX,01 34 97 40 00 ou 43 18 ,,urgences@ch-mantes-la-jolie.fr,MAIL ATTENTE REPONSE,
549,ILE DE France,Yvelines,780000295,CHI DE MEULAN / LES MUREAUX,,1 RUE DU FORT,,78250,MEULAN EN YVELINES,01 30 91 85 00 OU 22 43 31 ,,,,
550,ILE DE France,Yvelines,780000311,CHI POISSY ST-GERMAIN SITE DE POISSY,,10 RUE DU CHAMP GAILLARD,BP 3082,78303,POISSY CEDEX,01 39 27 50 01 ou 57 51 79,,"rgetti@chi-poissy-st-germain.fr
dau@chi-poissy-st-germain.fr",MAIL ATTENTE REPONSE,
551,ILE DE France,Yvelines,780000329,CENTRE HOSPITALIER DE RAMBOUILLET,5-juil.,5 RUE PIERRE ET MARIE CURIE,,78514,RAMBOUILLET CEDEX,01 34 83 76 24 ou 78 45 ,,m.lederlin@ch-rambouillet.fr,MAIL ATTENTE REPONSE,
552,ILE DE France,Yvelines,780000337,CHI POISSY ST-GERMAIN SITE ST-GERMAIN,,20 RUE ARMAGIS,BP 231,78101,ST GERMAIN EN LAYE CEDEX,01 39 27 40 50 ,,,,
553,ILE DE France,Yvelines,780000436,CENTRE HOSP. DES COURSES,,19 AVENUE EGLE,,78600,MAISONS LAFFITTE,01 30 86 36 36 OU 22,,,,
554,ILE DE France,Yvelines,780300323,HOP PRIVE DE VERSAILLES FRANCISCAINES,,7 RUE PORTE DE BUC,,78009,VERSAILLES CEDEX,"08 26 30 33 33 
01 30 97 33 18 ",,,,
555,ILE DE France,Yvelines,780300406,HOPITAL PRIVE DE PARLY II,PARLY GRAND CHESNAY,21 RUE MOXOURIS,,78150,LE CHESNAY,01 39 63 70 00 ,,,,
556,ILE DE France,Yvelines,780300414,CENTRE MEDICO-CHIRURGICAL DE L'EUROPE,,9 RUE DE SAINT GERMAIN,,78560,LE PORT MARLY,01 39 17 22 22 ,,,,
557,ILE DE France,Yvelines,780300422,HOPITAL PRIVE DE L'OUEST PARISIEN,,14 AVENUE CASTIGLIONE DEL LAGO,,78190,TRAPPES,01 30 69 45 00 OU 15,,,,
558,ILE DE France,Yvelines,780300455,CENTRE HOSP. PRIVE DU MONTGARDE,,32 RUE DU MONTGARDE,,78410,AUBERGENVILLE,01 30 95 52 00 ,,,,
559,ILE DE France,Yvelines,780800256,CH VERSAILLES ANDRE MIGNOT,,177 RUE DE VERSAILLES,,78157,LE CHESNAY CEDEX,01 39 63 91 33 ou 01,,Surgences@ch-versailles.fr,,
627,ILE DE France,Essonne,910000272,CENTRE HOSPITALIER D'ARPAJON,,18 AVENUE DE  VERDUN,,91294,ARPAJON CEDEX,01 64 92 92 92 ou 91 27,,mrivoal@ch-arpajon.fr,,
628,ILE DE France,Essonne,910000280,CHSE DOURDAN - ETAMPES SITE DOURDAN,,2 RUE DU POTELET,BP 102,91415,DOURDAN CEDEX,01 60 81 58 58 ou 50 66 ,Dr JEDRECY Christophe,,,
629,ILE DE France,Essonne,910000298,CENTRE HOSPITALIER LONGJUMEAU,,159 RUE DU PDT FRANCOIS MITTERRAND,BP 125,91161,LONGJUMEAU CEDEX,01 64 54 33 33 ou 30 36,,secretariat.urgences@ch-longjumeau.fr,,
630,ILE DE France,Essonne,910000306,CENTRE HOSPITALIER D'ORSAY,,4 PLACE DU GENERAL LECLERC,BP 27,91401,ORSAY CEDEX,01 69 29 75 75 ou 64,,r.hellio@ch-orsay.fr,,
631,ILE DE France,Essonne,910000314,CH SUD FRANCILIEN,,59 BOULEVARD HENRI DUNANT,BP 85,91106,CORBEIL ESSONNES CEDEX,01 61 69 35 06,Dr SIMON LIBCHABER E,,,
632,ILE DE France,Essonne,910001973,CHSE DOURDAN - ETAMPES SITE ETAMPES,,26 AVENUE CHARLES DE GAULLE,BP 107,91152,ETAMPES CEDEX,01 60 80 76 76 OU 77 86,,celine.gaffinel@ch-sudessonne.fr,,
633,ILE DE France,Essonne,910018423,ETS DE SANTE DU CH DE JUVISY SUR ORGE,,9 RUE CAMILLE FLAMMARION,,91260,JUVISY SUR ORGE,01 69 54 27 27 ou 29 72,,bfaggianelli@chjuvisy.com,,
634,ILE DE France,Essonne,910020254,CH SUD FRANCILIEN SITE JEAN JAURES,,116 BOULEVARD JEAN JAURES,,91100,CORBEIL ESSONNES,01 61 69 61 69 ou 13 95 66,,secretariat@samu91.org,,
635,ILE DE France,Essonne,910300144,CMCO D' EVRY,2-avr.,4 AVENUE DE MOUSSEAU,,91035,EVRY CEDEX,01 60 90 10 10 ou 65,Dr FANY G,,,
636,ILE DE France,Essonne,910300219,HOPITAL PRIVE JACQUES CARTIER,,6 AVENUE DU NOYER LAMBERT,,91300,MASSY,01 60 13 60 60 ou 62 92,,,,
637,ILE DE France,Essonne,910300300,HOPITAL PRIVE DU VAL D'YERRES,,31 AVENUE DE L'ABBAYE,,91330,YERRES,01 69 48 48 13 ou 73 50 ,,,,
638,ILE DE France,Essonne,910803543,HOPITAL  PRIVE CLAUDE GALIEN,,20 ROUTE DE BOUSSY-ST-ANTOINE,,91480,QUINCY SOUS SENART,01 69 39 90 00 ,,,,
639,ILE DE France,Hauts de Seine,920000577,CASH DE NANTERRE-HOP MAX FOURESTIER,,403 AVENUE DE LA REPUBLIQUE,BP 1403,92014,NANTERRE CEDEX,01 47 69 65 65 ,,,,
640,ILE DE France,Hauts de Seine,920000585,CHICNP - SITE NEUILLY SUR SEINE,,36 BOULEVARD DU GENERAL LECLERC,BP 79,92205,NEUILLY SUR SEINE CEDEX,01 40 88 60 00 ,,,,
641,ILE DE France,Hauts de Seine,920000619,CH DES QUATRE VILLES SITE ST CLOUD,,3 PLACE SILLY,,92211,ST CLOUD CEDEX,01 49 11 60 60 ,,,,
642,ILE DE France,Hauts de Seine,920000627,CH DES 4 VILLES SITE SEVRES,,141 GRANDE RUE,,92310,SEVRES,01 41 14 75 15 ,,,,
643,ILE DE France,Hauts de Seine,920000643,IHFB - SITE KLEBER,,4 RUE KLÃ‰BER,,92309,LEVALLOIS PERRET CEDEX,01 47 59 59 59 ,,,,
644,ILE DE France,Hauts de Seine,920000650,HOPITAL FOCH,,40 RUE WORTH,BP 36,92151,SURESNES CEDEX,08 26 20 72 20 ,,,,
645,ILE DE France,Hauts de Seine,920100013,HU-PARIS IDF SITE AMBROISE PARE APHP,,9 AVENUE CHARLES DE GAULLE,,92104,BOULOGNE BILLANCOURT CEDEX,01 49 09 50 00 ,,,,
646,ILE DE France,Hauts de Seine,920100021,HU-PARIS SUD SITE ANTOINE BECLERE APHP,,157 RUE DE LA PTE DE TRIVAUX,,92140,CLAMART,01 45 37 44 44 ,,,,
647,ILE DE France,Hauts de Seine,920100039,HU-PARIS NORD SITE BEAUJON - APHP,,100 BOULEVARD DU GENERAL LECLERC,,92118,CLICHY CEDEX,01 40 87 50 00 ,,,,
648,ILE DE France,Hauts de Seine,920100047,HU-PARIS NORD SITE LOUIS MOURIER APHP,,178 RUE DES RENOUILLIERS,,92701,COLOMBES CEDEX,01 47 60 61 62 ,,,,
649,ILE DE France,Hauts de Seine,920100054,HU-PARIS IDF SITE POINCARE APHP,,104 BOULEVARD RAYMOND POINCARE,,92380,GARCHES,01 47 10 79 00 ,,,,
650,ILE DE France,Hauts de Seine,920120011,HIA PERCY,PERCY,101 AVENUE HENRI BARBUSSE,BP 406,92141,CLAMART CEDEX,01 41 46 60 00 ,,,,
651,ILE DE France,Hauts de Seine,920300043,HOPITAL PRIVE D'ANTONY,,1 RUE VELPEAU,,92160,ANTONY,01 46 74 37 00 ,,,,
652,ILE DE France,Hauts de Seine,920300597,CLINIQUE DE MEUDON LA FORET,3-mai,3 AVENUE DE VILLACOUBLAY,,92360,MEUDON LA FORET,01 41 28 10 00 ,,,,
653,ILE DE France,Seine St Denis,930000286,GHI LE RAINCY-MONTFERMEIL,,10 RUE DU GENERAL LECLERC,,93370,MONTFERMEIL,01 41 70 80 00 ,,,,
654,ILE DE France,Seine St Denis,930000302,CTRE HOSP  INTERCOMM  ANDRE GREGOIRE,,56 BOULEVARD DE LA BOISSIERE,,93105,MONTREUIL CEDEX,01 49 20 30 40 ,,,,
655,ILE DE France,Seine St Denis,930000328,CH GENERAL DELAFONTAINE,,2 RUE DU DR PIERRE DELAFONTAINE,BP 279,93205,ST DENIS CEDEX,01 42 35 61 40 ,,,,
656,ILE DE France,Seine St Denis,930000336,CHI  ROBERT BALLANGER,,BOULEVARD ROBERT BALLANGER,,93602,AULNAY SOUS BOIS CEDEX,01 49 36 71 23 ,,,,
657,ILE DE France,Seine St Denis,930100037,HU-PARIS SSTDENIS SITE AVICENNE - APHP,,125 RUE DE STALINGRAD,,93009,BOBIGNY CEDEX,01 48 95 55 55 ,,,,
658,ILE DE France,Seine St Denis,930100045,HU-PARIS SSTDENIS SITE VERDIER - APHP,,AVENUE DU 14 JUILLET,,93143,BONDY CEDEX,01 48 02 66 66 ,,,,
659,ILE DE France,Seine St Denis,930300025,HOPITAL EUROPEEN LA ROSERAIE,,120 AVENUE DE LA REPUBLIQUE,,93308,AUBERVILLIERS CEDEX,08 25 10 04 00 ,,,,
660,ILE DE France,Seine St Denis,930300066,HOPITAL PRIVE DE L'EST PARISIEN,30 AVENUE DU 14 JUILLET,11 AVENUE DE LA REPUBLIQUE,,93604,AULNAY SOUS BOIS CEDEX,01 48 19 33 33 ,,,,
661,ILE DE France,Seine St Denis,930300082,CENTRE MEDICO CHIRURGICAL FLOREAL,,40 RUE FLOREAL,,93170,BAGNOLET,01 48 97 72 00 ,,,,
662,ILE DE France,Seine St Denis,930300116,HOPITAL PRIVE DE LA SEINE SAINT DENIS,,7 AVENUE HENRI BARBUSSE,,93156,LE BLANC MESNIL CEDEX,01 45 91 55 65 ,,,,
663,ILE DE France,Seine St Denis,930300553,CLINIQUE DE L'ESTREE,LE BOIS MOUSSAY,35 RUE D'AMIENS,,93245,STAINS CEDEX,01 49 71 90 08 ,,,,
664,ILE DE France,Seine St Denis,930300595,HOPITAL PRIVE DU VERT GALANT,,38 RUE DE FLANDRE,,93290,TREMBLAY EN FRANCE,01 49 63 50 50 ,,,,
665,ILE DE France,Val de Marne,940000573,CHI DE CRETEIL,,40 AVENUE DE VERDUN,,94010,CRETEIL CEDEX,01 45 17 50 00 ,,,,
666,ILE DE France,Val de Marne,940000599,C.H.I DE VILLENEUVE-ST-GEORGES,,40 ALLEE DE LA SOURCE,,94195,VILLENEUVE S GEORGES CEDEX,01 43 86 20 00 ,,,,
667,ILE DE France,Val de Marne,940000649,HOPITAL SAINT-CAMILLE - BRY S/M,,2 RUE DES PERES CAMILLIENS,,94366,BRY SUR MARNE CEDEX,01 49 83 10 10 ,,,,
668,ILE DE France,Val de Marne,940100027,HU-HENRI MONDOR SITE MONDOR APHP,,51 AVENUE DE LATTRE DE TASSIGNY,,94010,CRETEIL CEDEX,01 49 81 21 11 ,,,,
669,ILE DE France,Val de Marne,940100043,HU-PARIS SUD SITE KREMLIN BICETRE APHP,,78 RUE DU GENERAL LECLERC,,94275,LE KREMLIN BICETRE CEDEX,01 45 21 21 21 ,,,,
670,ILE DE France,Val de Marne,940120017,HIA BEGIN,,69 AVENUE DE PARIS,,94163,ST MANDE CEDEX,01 43 98 50 00 ,,,,
671,ILE DE France,Val de Marne,940300031,HÃ”PITAL PRIVÃ‰ PAUL D'EGINE,,4 AVENUE MARX DORMOY,,94500,CHAMPIGNY SUR MARNE,01 49 83 66 00 ,,,,
672,ILE DE France,Val de Marne,940300270,HOPITAL PRIVE ARMAND BRILLARD,3-juin,3 AVENUE WATTEAU,,94130,NOGENT SUR MARNE,08 26 30 12 12 ,,,,
673,ILE DE France,Val de Marne,940300445,HOPITAL PRIVE DE THIAIS,,112 AVENUE DU GENERAL DE GAULLE,,94320,THIAIS,01 45 60 28 45 ,,,,
674,ILE DE France,Val de Marne,940300569,HOPTIAL PRIVE DE VITRY SITE PASTEUR,,22 RUE DE LA PETITE SAUSSAIE,,94400,VITRY SUR SEINE,01 45 73 35 35 ,,,,
675,ILE DE France,Val d'Oise,950000307,CENTRE HOSPITALIER VICTOR DUPOUY,,69 RUE DU LT COLONEL PRUD'HON,,95107,ARGENTEUIL CEDEX,01 34 23 24 25 ,,,,
676,ILE DE France,Val d'Oise,950000315,CHI  DES PORTES DE L'OISE A BEAUMONT,,25 RUE EDMOND TURCQ,,95260,BEAUMONT SUR OISE,01 39 37 15 20 ,,,,
677,ILE DE France,Val d'Oise,950000323,C.H. EAUBONNE MONTMORENCY-SIMONE VEIL,,14 RUE DE SAINT PRIX,,95602,EAUBONNE CEDEX,01 34 06 60 00 ,,,,
678,ILE DE France,Val d'Oise,950000331,CENTRE HOSPITALIER DE GONESSE,,RUE BERNARD FEVRIER,BP 71,95503,GONESSE CEDEX,01 34 53 21 21 ,,,,
679,ILE DE France,Val d'Oise,950000349,CENTRE HOSPITALIER DU VEXIN,,38 RUE CARNOT,,95420,MAGNY EN VEXIN,01 34 79 44 44 ,,,,
680,ILE DE France,Val d'Oise,950000356,C.H. EAUBONNE MONTMORENCY -SIMONE VEIL,,1 RUE JEAN MOULIN,,95160,MONTMORENCY,01 34 06 60 00 ,,,,
681,ILE DE France,Val d'Oise,950000364,CENTRE HOSPITALIER RENE DUBOS,,6 AVENUE DE L'ILE DE FRANCE,,95300,PONTOISE,01 30 75 40 40 ,,,,
682,ILE DE France,Val d'Oise,950300244,CLINIQUE SAINTE-MARIE,,1 RUE CHRISTIAN BARNARD,BP 70536 OSNY L'OSERAIE,95520,OSNY,01 34 20 96 96 ,,,,
683,ILE DE France,Val d'Oise,950300277,HOPITAL PRIVE NORD PARISIEN,,3 BOULEVARD DE LATTRE DE TASSIGNY,BP 10,95200,SARCELLES,01 39 92 70 00 ,,,,
684,ILE DE France,Val d'Oise,950807982,CLINIQUE CLAUDE BERNARD,,9 AVENUE LOUIS ARMAND,,95124,ERMONT CEDEX,01 30 72 33 33 ,,,,
49,LANGUEDOC ROUSSILLON,Aude,110000023,CH CARCASSONNE,,1060 CHEMIN DE LA MADELEINE,CS 40001,11010,CARCASSONNE CEDEX 9,04 68 24 24 24 ,,,,
50,LANGUEDOC ROUSSILLON,Aude,110000049,CH JEAN PIERRE CASSABEL,,19 AVENUE MGR DE LANGLE,BP 1200,11492,CASTELNAUDARY CEDEX,04 68 94 56 56 ,,,,
51,LANGUEDOC ROUSSILLON,Aude,110000056,CH NARBONNE HOTEL DIEU,,BOULEVARD DOCTEUR LACROIX,BP 824,11108,NARBONNE CEDEX,04 68 42 60 00 ,,,,
52,LANGUEDOC ROUSSILLON,Aude,110780228,POLYCLINIQUE LE LANGUEDOC,,AVENUE DE LA COTE DES ROSES,BP 815,11108,NARBONNE CEDEX,04 68 65 33 33 ,,,,
53,LANGUEDOC ROUSSILLON,Aude,110780236,CH LIMOUX QUILLAN SITE DE QUILLAN,,RUE DU DOCTEUR ROUEYLOU,,11500,QUILLAN,04 68 20 85 00 ,,,,
54,LANGUEDOC ROUSSILLON,Aude,110780483,POLYCLINIQUE MONTREAL,,ROUTE DE BRAM,,11890,CARCASSONNE CEDEX 9,04 68 11 53 53 ,,,,
175,LANGUEDOC ROUSSILLON,Gard,300000023,CENTRE HOSPITALIER ALES CEVENNES,,811 AVENUE DOCTEUR JEAN GOUBERT,BP 20139,30103,ALES CEDEX,04 66 78 31 11 ,,,,
176,LANGUEDOC ROUSSILLON,Gard,300000031,CENTRE HOSPITALIER LOUIS PASTEUR,,AVENUE ALPHONSE DAUDET,BP 75163,30205,BAGNOLS SUR CEZE CEDEX,04 66 79 10 11 ,,,,
177,LANGUEDOC ROUSSILLON,Gard,300780137,NOUVELLE CLINIQUE BONNEFON,,45 AVENUE CARNOT,BP 80189,30104,ALES CEDEX,08 26 20 73 30 ,,,,
178,LANGUEDOC ROUSSILLON,Gard,300782117,GROUPE HOSPITALIER CAREMEAU CHU NIMES,,PLACE DU PROFESSEUR ROBERT DEBRE,,30029,NIMES CEDEX 9,04 66 68 68 68 ,,,,
179,LANGUEDOC ROUSSILLON,Gard,300788502,POLYCLINIQUE GRAND SUD,,350 AVENUE DE SAINT ANDRE DE CODOLS,BP 55,30932,NIMES CEDEX 9,04 66 04 33 04 ,,,,
208,LANGUEDOC ROUSSILLON,Hérault,340000223,HOPITAL SAINT CLAIR HBT SETE,,BOULEVARD CAMILLE BLANC,BP 475,34207,SETE CEDEX,04 67 46 57 57 ,,,,
209,LANGUEDOC ROUSSILLON,Hérault,340000231,CH POLE DE SANTE DE LUNEL,,141 PLACE DE LA REPUBLIQUE,BP 214,34403,LUNEL CEDEX,04 67 87 71 00 ,,,,
